xml_id	lemma	definition	source_siglum	source_id	cross_refs
lex.aneuleba	ანეულება	თერძვა, ხვნა	ი. ა.	abuladze1973	ანეული
lex.aneuli	ანეული	ხნული, თერძული	ი. ა.	abuladze1973	ანეულება
lex.antanimi	ანთანიმი	ებრაელთა მეშვიდე თვე – თშრინი	ი. ა.	abuladze1973	
lex.antiliusi	ანთილიუსი	რომელ არიან მზის-ნაცვალნი, მზის მსგავსი, მზისებრ მანათობელი	ი. ა.	abuladze1973	
lex.antipati	ანთიპატი	(ἀνθύπατοЅ) უდრის ლათინურს proconsul. საბა: იპატი ეწოდების ფაშასა და ანთიპატი მის მაგიერ მყოფსა	ქ. ც.	kartlis_tskhovreba	
lex.antipatosi	ანთიპატოსი	პიტიახში	ი. ა.	abuladze1973	
lex.antipatriki	ანთიპატრიკი	მთავრის მოადგილე	ი. ა.	abuladze1973	
lex.antipatrosi	ანთიპატროსი	პატრიკიოსის მონაცვლე	ი. ა.	abuladze1973	
lex.antraki	ანთრაკი	(ἀβράχιοζ) თვალი პატიოსანი, ძვირფასი ქვა – ცეცხლის ან ნაკვერცხლის ფერი	ი. ა.	abuladze1973	
lex.antvipati	ანთჳპატი	მთავრისა, ჳპატი ონისა შემდგომი, პიტიახშის ნაცვალი	ი. ა.	abuladze1973	
lex.ankanakeba_ankanakoba	ანკანაკება, ანკანაკობა	შეამხანაგება, თანამონაწილეობა ნადიმში, ჭამა-სუმა, ფსონი	ი. ა.	abuladze1973	
lex.ankvira	ანკჳრა	ნავის სამართი, საჭე	ი. ა.	abuladze1973	
lex.antakrad	ანტაკრად	მჴდომად; მოწინააღმდეგედ	ი. ა.	abuladze1973	ჰანტაკრად
lex.anteqriste	ანტექრისტე	ანტიქრისტე	ი. ა.	abuladze1973	
lex.antlia	ანტლია	ტვირთი	ი. ა.	abuladze1973	
lex.anu	ანუ	ან; თუ	ი. ა.	abuladze1973	
lex.anu_ara	ანუ არა	განა არ	ი. ა.	abuladze1973	
lex.anu_anu	ანუ... ანუ	ან... ან	ი. ა.	abuladze1973	
lex.andzruli	ანძრული	სახვეველი, საგრაგნელი	ი. ა.	abuladze1973	
lex.anjmani	ანჯმანი	(ანჯმნისა) შეკრება, საჯარო	ი. ა.	abuladze1973	საანჯმნო
lex.aokhreba	აოჴრება		ი. ა.	abuladze1973	აღოჴრება|აოჴრება
lex.apalari	აპალარი	(ἀπαλαρία; epularis-აგან) ლანგარი	ა. შ.	shanidze1971	
lex.apani	აპანი	აპნისა; იანვრის თვის ძველი ქართული სახელი წარმართობის ხანისა	ი. ა.	abuladze1973	
lex.aparani	აპარანი	სასახლე, პალატი	ი. ა.	abuladze1973	
lex.apauri	აპაური	ტაბიკების შესაკრავი	ი. ა.	abuladze1973	
lex.apetisi_apetisini	აპეტისი, აპეტისინი	(ἀπαίτησιЅ; ἀπαίτηήσειЅ) მოთხოვნა, გადახდევინება	ა. შ.	shanidze1971	
lex.apka	აპკა	გარსი	ი. ა.	abuladze1973	
lex.apnisi	აპნისი	იანვარი	ი. ა.	abuladze1973	
lex.apodiqsi_apotiqsi	აპოდიქსი, აპოტიქსი	(ἀπόδειξιЅ) ხელწერილი საბუთი (ყაუხჩ.)	ა. შ.	shanidze1971	
lex.apotiki	აპოთიკი	საწყობი, ბეღელი	ი. ა.	abuladze1973	
lex.apokrisari	აპოკრისარი	(ἀποκρισιάριοЅ) ბიზანტიელ ეპისკოპოსთა დროებითი ან მუდმივი წარმომადგენელი იმპერატორის კარზე, რომელიც თავისი ეკლესიის საქმეებს განაგებდა  =	სხ.	misc	
lex.apolon	აპოლონ	ძველ ბერძნულ მითოლოგიაში მეტად ცნობილი ღმერთი, შვილი ზევსისა და ლეტოსი. იგი ითვლებოდა მუსიკის, სიმღერის, პოეზიისა და მამაკაცური სილამაზის ღვთაებად (მფარველად). მას ჩვეულებრივ გამოხატავდნენ			
lex.aposkedepsobai	აპოსკედეფსობაჲ	გადასახადის გაშვება, ამოკვეთა, გადასახადისაგან განთავისუფლება (სიმონ ყაუხჩიშვილი)	ა. შ.	shanidze1971	
lex.apokhti	აპოხტი	ხმელი ხორცი; შაშხი და მისთ	ი. ა.	abuladze1973	
lex.aprsami	აპრ[ს]ამი	ერთგვარი სასაკმევლე ზეთი, ბალსამუმ	ი. ა.	abuladze1973	
lex.aprili	აპრილი	იგრიკა, წლის მეოთხე თვე	ი. ა.	abuladze1973	
lex.apqroba	აპყრობა		ი. ა.	abuladze1973	ჴელ(თ)-აღპყრობა/აპყრობა
lex.azhurai	აჟურაჲ	ვერცხლი	ზ. ს.	sarjveladze1995	
lex.ar	არ-	მეშველი ზმნის ფუძე	ი. ა.	abuladze1973	ხარ|სვლა|სიარული
lex.ara	არა	არ, არა; არარა	ი. ა.	abuladze1973	
lex.ara_arseba	არა-არსება	არყოფა	ი. ა.	abuladze1973	არსება|არსობა|არსი
lex.ara_arsi	არა-არსი	არარსებული	ი. ა.	abuladze1973	არსი
lex.ara_ganrqunili	არა-განრყუნილი	განუხრწნელი, დაუზიანებელი	ი. ა.	abuladze1973	განრყუნილი
lex.ara_gardamaqtseveli	არა-გარდამაქცეველი	უცვალებელი	ი. ა.	abuladze1973	გარდამაქცეველი
lex.ara_eri	არა-ერი	სხვა ხალხი	ი. ა.	abuladze1973	ერი
lex.ara_ketili	არა-კეთილი	უკეთური, ცუდი	ი. ა.	abuladze1973	კეთილი
lex.ara_martl	არა-მართლ	არა-წრფელად	ი. ა.	abuladze1973	მართლ
lex.ara_martlad	არა-მართლად	ნაცილად	ი. ა.	abuladze1973	
lex.ara_moklebuli	არა-მოკლებული	მოუკლებელი	ი. ა.	abuladze1973	კლება
lex.ara_mopaseoba	არა-მოფასეობა	არას-მქონეობა	ი. ა.	abuladze1973	მოფასეობა
lex.ara_mokhseneba	არა-მოჴსენება	მოუხსენებლობა	ი. ა.	abuladze1973	მოჴსენება|მოჴსენებული|ჴსენება
lex.ara_mqopi	არა-მყოფი	არ მცხოვრები	ი. ა.	abuladze1973	მყოფი
lex.ara_nebit_ara_nepsit	არა-ნებით(ა), არა ნეფსით	უნებლიეთ, უნებურად	ი. ა.	abuladze1973	ნეფსით|ნებსით|ნებისით
lex.ara_patiosani	არა-პატიოსანი	უპატიო	ი. ა.	abuladze1973	პატიოსან-ყოფა
lex.ara_zhami	არა-ჟამი	უჟამო, უდროო	ი. ა.	abuladze1973	ჟამი
lex.ara_sagonebeli	არა-საგონებელი	წარმოუდგენელი, გამოუთქმელი, უთქმელი, აუწერელი	ი. ი.	imnaishvili	
lex.ara_sartsmunoeba	არა-სარწმუნოება	ურწმუნოება	ი. ა.	abuladze1973	სარწმუნოება|სარწმუნოვება
